gene	Cardiomyocyte	Chondrocyte	Choroid plexus	Dorsal midbrain neuron	Endothelial cell	Epithelial cell	Erythrocyte	Facial fibroblast	Fibroblast	Forebrain neuron	Forebrain radial glia cell	Ganglion	Hepatocyte	Immune cell	Keratinocyte	Limb fibroblast	Macrophage	Meninges cell	Mid-/hindbrain and spinal cord neuron	Myoblast	Olfactory epithelial cell	Radial glia cell	Smooth muscle cell	Spinal cord neuron	Thalamus neuron
9330158H04Rik	5.59757e-05	1.31688e-05	0	2.67796e-05	1.50085e-05	1.85656e-05	8.55069e-06	1.95321e-05	1.72588e-05	1.92197e-05	1.59502e-05	0.000133153	3.86008e-06	1.79985e-05	8.90709e-06	8.78055e-06	8.77647e-06	1.06958e-05	9.0525e-05	8.68632e-06	6.50399e-05	4.04702e-05	0.000156341	7.93749e-05	3.65234e-05
9530026P05Rik	7.44483e-05	0.00011852	1.12191e-05	2.11684e-05	0.000115206	8.17764e-05	2.1976e-05	9.40127e-05	4.9268e-05	9.27412e-06	3.54057e-05	2.24712e-05	6.52252e-06	3.29001e-05	0.000100334	0.000161705	4.46199e-05	0.000109702	3.00511e-05	4.15101e-05	0.000142969	3.39995e-05	6.27198e-05	1.43209e-05	1.66694e-05
9530059O14Rik	4.63112e-07	1.40908e-05	0	4.59836e-05	1.18411e-05	2.19331e-05	4.92652e-06	3.05307e-05	1.16584e-05	2.59655e-05	1.80176e-05	0.000497829	1.26929e-06	3.80826e-06	3.49558e-05	2.62941e-05	9.3486e-06	8.62848e-06	0.000242258	3.69229e-06	6.28084e-05	1.80171e-05	2.3041e-05	0.000120116	2.8711e-05
A030005L19Rik	0	2.41269e-06	0	5.48129e-06	0	1.9561e-06	1.38769e-06	1.63992e-06	1.62206e-06	6.4972e-07	8.81478e-06	4.46253e-06	2.59155e-06	1.17474e-06	3.2681e-06	2.15032e-06	1.95116e-06	1.32577e-06	4.09871e-06	2.80286e-06	2.37414e-06	6.11606e-06	3.19485e-06	6.79085e-06	0
A230006K03Rik	3.38123e-06	1.06334e-05	0	0.000249457	8.50758e-06	2.70666e-05	8.33184e-06	1.66319e-05	1.15293e-05	4.80844e-05	2.04727e-05	0.00017634	6.73655e-06	1.51473e-05	5.70884e-06	2.96793e-05	2.20961e-05	3.91158e-05	0.000354281	1.0634e-05	3.95481e-05	7.04956e-05	1.32411e-05	0.000117355	0.000229174
A230057D06Rik	4.13099e-05	0.000385748	5.92809e-05	0.000631241	0.000266714	0.000274335	6.47324e-05	0.000529858	0.000341873	0.000369802	0.000287414	0.0003602	2.19261e-05	0.000129247	0.000105092	0.000663695	0.000239744	0.000643487	0.00072771	0.000367584	0.000220663	0.000380306	0.000249765	0.000627739	0.000682003
A230107N01Rik	2.74256e-06	2.63241e-06	0	2.6021e-05	1.99683e-06	7.60528e-06	1.50777e-06	1.9983e-06	3.11642e-06	1.57604e-05	1.2184e-05	1.72537e-05	9.76039e-07	1.56471e-06	9.75871e-06	3.01114e-06	4.48936e-06	2.88876e-06	8.38402e-06	2.46778e-06	7.97194e-05	7.73704e-06	4.04241e-06	1.8327e-05	5.63363e-06
A330035P11Rik	1.76132e-06	1.35947e-05	0	1.46712e-05	2.14523e-05	2.8598e-05	2.37799e-06	1.64154e-05	1.85812e-05	8.8328e-06	1.7968e-05	9.37358e-06	2.35826e-06	9.37306e-06	1.05523e-05	2.12856e-05	8.64791e-06	2.20291e-05	9.6266e-06	1.10597e-05	3.47749e-05	3.2388e-05	1.94256e-05	8.81153e-06	1.62951e-05
A330049N07Rik	3.50435e-06	1.63877e-06	0	0	2.20536e-06	1.35564e-05	1.82816e-06	3.01349e-05	3.53857e-06	4.74346e-06	3.349e-07	5.7569e-06	0	2.54706e-06	4.277e-06	3.10339e-06	2.40438e-06	1.15025e-06	1.50667e-06	3.55031e-06	0	3.00151e-06	3.09557e-06	1.3623e-06	2.34865e-06
A330076C08Rik	1.64343e-06	8.12388e-07	3.62221e-06	0	0	3.82416e-06	0	1.91959e-06	2.24679e-06	6.48045e-07	0	1.86296e-06	3.11901e-07	1.1197e-06	1.40962e-06	9.51206e-07	9.54917e-07	5.24281e-06	1.97109e-06	1.18609e-05	0	2.17267e-06	0	0	1.83983e-06
A330093E20Rik	1.32586e-06	4.55477e-06	0	3.44984e-05	1.51371e-05	9.12638e-06	4.17939e-07	1.73271e-05	1.28326e-05	1.88644e-05	1.33647e-05	3.9764e-05	7.20443e-07	0	5.2544e-06	8.68378e-06	1.40582e-05	4.415e-06	7.94455e-06	7.2972e-06	3.8451e-06	1.86986e-05	7.38738e-06	5.54513e-06	2.11786e-06
A430078G23Rik	4.22572e-06	2.54678e-06	0	0	9.26312e-07	1.22725e-05	1.34304e-06	3.25251e-06	4.07233e-06	1.85767e-06	1.67806e-06	3.77876e-06	7.44709e-07	1.0551e-05	2.03149e-05	1.15421e-05	8.54038e-06	7.24535e-06	1.89995e-06	4.80863e-06	0	2.83997e-06	5.62316e-06	2.67446e-06	3.44163e-06
A430105J06Rik	4.70707e-06	9.00483e-06	0	2.86574e-06	1.24533e-05	1.63621e-05	1.11228e-06	1.85212e-05	7.05074e-06	1.36939e-05	1.07586e-05	1.39854e-05	8.64093e-07	4.85649e-06	0	5.67215e-06	1.16918e-05	1.44669e-05	8.919e-06	1.01513e-05	2.65261e-05	1.22023e-05	1.4361e-05	1.32613e-05	1.4105e-05
A430106G13Rik	1.38194e-06	2.19954e-05	0	7.61492e-06	2.02072e-05	1.24856e-05	4.00505e-06	2.62178e-05	1.05365e-05	1.4362e-05	3.92112e-05	9.6214e-06	1.14633e-06	4.68622e-06	1.94948e-05	1.31147e-05	6.51148e-06	2.07109e-05	8.4094e-06	9.62546e-06	1.47413e-05	1.83766e-05	1.36686e-05	1.51477e-05	1.05885e-05
A530065N20Rik	2.49977e-06	7.60081e-06	0	3.55889e-06	6.39655e-06	7.5705e-06	2.77156e-06	1.20292e-05	8.58437e-06	4.299e-06	2.05129e-05	4.31063e-06	1.32476e-06	3.30063e-06	1.03162e-05	9.63029e-06	4.92192e-06	2.41646e-05	8.34169e-06	2.06943e-05	1.99211e-06	1.37946e-06	1.88974e-06	1.26196e-06	8.31803e-06
A830005F24Rik	0	5.09301e-06	0	1.65386e-06	1.40214e-06	1.02574e-05	1.57319e-06	2.99638e-06	2.53041e-06	9.07212e-06	1.24914e-05	6.03358e-06	1.56054e-06	2.40856e-06	1.36939e-05	4.5747e-06	1.11269e-05	0	1.20135e-05	5.22987e-06	1.03182e-05	1.42209e-05	5.47336e-06	2.33466e-05	1.61834e-05
A830018L16Rik	2.27386e-05	5.99011e-05	9.58258e-05	6.52571e-05	3.08561e-05	6.49125e-05	1.40712e-05	0.000186437	9.60507e-05	3.59304e-05	1.59799e-05	0.000298296	7.84311e-06	2.66275e-05	5.31974e-05	0.000122003	9.62135e-05	3.58411e-05	0.000230533	2.36371e-05	0.000186957	8.90786e-05	6.88752e-05	0.000156833	6.75212e-05
A930002C04Rik	1.36547e-05	8.15786e-06	0	0	0	9.28689e-07	9.1641e-07	5.14913e-07	3.59994e-06	0	0	0	7.94668e-07	0	0	2.14646e-06	0	3.51024e-06	5.08541e-07	8.39946e-06	3.94958e-05	0	5.77377e-07	0	0
A930006L05Rik	1.3344e-06	5.23768e-06	0	1.74295e-06	0	2.82998e-06	2.17027e-07	0	1.46654e-06	0	0	0	0	9.79198e-07	0	4.57692e-06	4.03346e-06	7.36111e-06	4.76157e-06	4.048e-06	1.95981e-05	0	4.10489e-06	0	1.33348e-05
AC103674.4	1.63741e-06	5.05523e-06	0	0	3.8945e-06	4.60821e-05	2.17425e-06	1.68111e-05	1.0715e-06	1.4019e-06	1.86153e-06	9.48663e-07	2.83528e-07	0	0.000201132	8.96016e-07	7.06258e-06	0	1.95861e-06	2.199e-06	0	3.08388e-06	5.95075e-06	2.10022e-06	2.27976e-06
AC109204.1	0	1.54643e-06	0	1.92516e-05	9.20412e-06	1.94019e-06	6.18693e-07	4.71752e-06	4.63324e-06	2.31294e-06	1.1739e-05	4.33131e-06	6.35359e-07	2.46695e-06	0	6.3277e-06	6.67526e-06	9.45266e-06	4.3985e-06	3.27929e-06	0	4.01584e-06	2.1322e-06	6.10487e-06	8.06185e-06
AC110166.1	1.11251e-05	1.74946e-06	0	0	9.62062e-06	2.52257e-06	1.1531e-06	9.53971e-07	1.83361e-06	1.44444e-06	9.85137e-07	1.62541e-06	6.71442e-07	8.1141e-07	4.09593e-06	5.337e-06	0	6.66401e-07	2.37207e-07	9.34985e-06	0	9.17293e-07	2.48862e-05	0	0
AC118542.1	0	2.32066e-06	0	2.48431e-05	0	2.81135e-06	7.54223e-07	8.65327e-07	6.83321e-07	1.59408e-06	5.82131e-06	6.98141e-06	0	0	1.52368e-05	0	0	3.04729e-06	1.64237e-05	1.82693e-06	3.55286e-05	8.17249e-07	0	3.01786e-05	8.36584e-06
AC119264.1	4.01475e-06	0	0	4.34951e-05	7.89745e-06	3.34736e-06	4.2856e-07	5.30559e-07	4.23383e-07	4.03443e-06	2.1435e-05	2.33249e-06	7.34745e-07	0	0	3.56657e-06	1.21887e-06	2.00904e-06	8.87381e-06	1.24708e-06	5.01881e-06	7.2906e-05	1.44494e-06	8.5166e-06	5.5483e-06
AC123724.1	3.6963e-06	3.08157e-06	0	0	4.1888e-06	5.94309e-06	6.13301e-07	1.2617e-06	2.88683e-06	1.16451e-05	7.37711e-06	1.08175e-05	2.35106e-07	1.32082e-06	5.58396e-06	1.99149e-06	6.82976e-06	7.06061e-06	7.22779e-06	4.14143e-06	5.06431e-05	8.63083e-06	0	4.08842e-06	9.9266e-06
AC123977.1	0	3.26341e-06	0	0	0	4.48774e-06	5.69544e-07	1.82671e-05	6.27965e-06	1.3045e-06	0	0	0	3.8159e-06	1.79088e-05	1.00637e-05	1.41098e-06	0	9.11053e-07	4.90509e-06	0	1.02781e-06	3.84705e-06	8.95305e-07	0
AC124561.1	8.7739e-06	0.000214978	4.40742e-06	0.000291189	5.23321e-05	7.37497e-05	2.5109e-05	0.000802181	0.000122362	0.000134094	3.97625e-05	0.000210347	6.79656e-06	5.62878e-05	4.04462e-05	0.000207458	8.11324e-05	6.96253e-05	0.000500056	5.34501e-05	6.16379e-05	6.16374e-05	0.00013256	0.0001522	0.000155959
AC125351.1	0	2.32134e-07	1.63051e-05	3.92417e-05	1.5845e-06	1.31575e-05	5.61474e-07	4.75825e-07	2.14059e-06	1.2039e-05	1.26203e-05	2.94538e-05	2.95917e-07	2.39359e-06	1.31466e-05	3.5146e-07	8.04849e-07	7.80377e-06	3.50651e-05	3.10755e-07	7.58315e-05	9.67669e-06	7.32017e-06	2.74305e-05	2.33316e-05
AC126280.1	0	5.17944e-06	0	2.55921e-06	1.00649e-05	8.33016e-07	2.22909e-06	8.84084e-06	3.24368e-06	5.31101e-06	1.9918e-06	0	7.16376e-07	0	1.68605e-06	5.24755e-06	0	1.0647e-05	3.33645e-06	4.60934e-07	4.91206e-05	1.56645e-06	9.44349e-07	2.31906e-06	0
AC129186.1	0	5.50854e-06	0	5.43524e-05	6.12901e-06	3.32591e-06	1.84159e-06	8.10121e-06	7.6981e-06	1.28766e-05	7.47269e-06	3.2088e-05	8.76996e-07	0	0	1.24082e-06	5.46253e-06	1.87957e-06	7.27939e-05	2.74768e-06	4.0438e-05	2.32148e-05	8.23768e-06	5.08028e-05	1.87754e-06
AC138306.1	2.08701e-06	3.23248e-07	0	0	2.57394e-05	4.50334e-06	4.13868e-06	1.83611e-06	1.63708e-06	0	0	2.34466e-06	0	0	1.51099e-06	5.32745e-06	0	1.87741e-06	6.88056e-07	6.23893e-06	0	7.2201e-07	1.06558e-06	0	0
AC140304.2	1.06681e-06	1.15524e-05	0	0	3.78694e-05	1.67865e-05	2.50767e-06	5.44998e-06	1.03524e-05	1.13043e-06	4.43221e-06	1.06926e-06	4.99651e-07	5.00269e-06	6.05758e-06	3.63782e-06	8.41645e-06	1.72164e-05	3.00757e-06	2.05309e-05	9.75428e-05	7.36865e-06	7.19351e-06	1.73024e-06	2.11262e-06
AC146911.1	0	6.0435e-06	0	0	6.81001e-07	8.98974e-06	1.65273e-06	9.72098e-06	3.46754e-06	0	0	6.36429e-07	6.64452e-07	7.11231e-06	2.49397e-06	2.16352e-06	5.46437e-06	8.2827e-07	4.09999e-06	2.33478e-06	1.85704e-05	1.36443e-06	0	0	0
AC154683.1	1.19713e-05	2.40831e-05	0.000372961	0.000136955	1.92606e-05	4.41527e-05	1.20483e-05	8.25165e-06	2.64701e-05	2.92366e-05	0.000131685	7.48961e-05	5.10957e-06	2.23046e-05	1.98879e-05	2.05286e-05	3.61332e-05	0.000119075	4.07289e-05	9.99339e-06	3.21933e-05	0.00100901	1.18907e-05	5.4596e-05	1.19141e-05
AC154782.1	8.15143e-07	6.25163e-06	0	2.07157e-05	7.46819e-06	2.83907e-06	5.04874e-06	2.18326e-05	2.8208e-05	2.48945e-05	1.89327e-05	1.11636e-05	2.32749e-07	7.98698e-06	4.6152e-06	2.7212e-05	8.75479e-06	1.36811e-05	5.27119e-05	4.63065e-06	0	1.21835e-05	1.07018e-05	1.6004e-05	1.00626e-05
AC156023.3	8.96333e-07	6.824e-06	0	5.98276e-06	5.02254e-06	5.35014e-06	2.33547e-06	1.7058e-05	7.29375e-06	6.6197e-06	5.4681e-06	6.44602e-06	8.30122e-07	0	8.71393e-06	1.06257e-05	6.50349e-06	1.13905e-05	3.35806e-06	3.94434e-05	1.90043e-06	8.01676e-06	7.38668e-06	2.00087e-06	0
AC158605.1	2.34358e-05	1.51661e-05	0	2.55041e-05	1.50345e-05	1.98835e-05	4.89181e-06	1.04516e-05	1.53459e-05	6.98837e-06	8.74642e-06	1.86089e-05	1.84781e-06	1.86794e-05	3.44798e-06	1.55569e-05	1.8274e-05	1.79668e-05	2.59637e-05	1.69082e-05	1.4367e-05	1.09219e-05	6.74123e-06	3.00663e-05	1.81416e-05
AC163040.1	1.39913e-06	3.20989e-06	0	1.75121e-06	6.83672e-06	2.03753e-06	3.91653e-07	1.74332e-06	1.70549e-06	1.29207e-05	1.96783e-06	3.50059e-06	6.74412e-07	3.32808e-06	0	6.52136e-06	3.02969e-06	0	4.3366e-06	3.70186e-06	0	0	4.53074e-06	7.84448e-06	3.70357e-06
AC163354.1	3.33931e-05	5.24964e-06	0	0	1.34912e-05	1.92288e-05	2.64684e-06	5.39398e-06	8.78432e-06	2.81035e-06	4.74298e-06	5.13824e-06	6.84026e-07	7.56281e-06	1.60882e-06	9.87604e-06	5.44327e-06	7.30744e-06	2.53287e-06	1.61275e-06	0	1.2362e-06	9.85873e-06	7.43958e-07	0
AF529169	1.81509e-06	1.23831e-05	0	3.04281e-05	1.30152e-05	1.29724e-05	4.2661e-06	2.67594e-05	2.31089e-05	1.23337e-05	3.65013e-05	9.19124e-05	1.95655e-06	8.69849e-06	7.97148e-06	2.32767e-05	1.38092e-05	1.63298e-05	8.0603e-05	7.02437e-06	6.29691e-05	5.51163e-05	1.28822e-05	0.000164353	8.50883e-06
AI463229	7.17867e-07	2.46181e-06	0	0	0	1.60702e-06	3.95705e-06	1.35924e-06	3.41758e-06	0	0	3.04488e-06	2.59355e-06	5.25604e-06	1.52034e-06	3.32706e-06	8.78319e-06	0	1.20763e-06	1.35667e-05	0	0	4.80117e-06	0	0
AI839979	1.98395e-06	3.24951e-06	4.73197e-06	0	3.34714e-06	1.44931e-06	1.82726e-06	4.75571e-06	2.88366e-06	0	3.89077e-07	6.5544e-07	3.90421e-06	6.62859e-06	6.64754e-06	3.11569e-06	0	0	1.54122e-06	6.67684e-06	2.76636e-06	4.7761e-06	4.97652e-06	0	0
AL589670.5	6.55153e-07	3.93982e-06	5.9286e-06	4.54977e-06	1.16189e-05	6.76269e-06	1.22965e-07	1.80023e-05	4.0298e-06	2.14204e-06	1.54143e-06	0	1.01445e-06	0	5.48872e-07	4.46427e-06	0	1.92914e-05	1.71118e-06	5.18315e-06	3.00672e-06	2.07032e-06	5.58463e-06	6.18381e-07	0
AL591952.3	5.51369e-06	1.11411e-05	5.83252e-06	1.92777e-05	1.06291e-05	1.96239e-05	3.94528e-06	8.88499e-06	1.41506e-05	2.41754e-05	1.03259e-05	1.36863e-05	4.52687e-06	1.53257e-06	0	1.12161e-05	1.67101e-05	8.47535e-06	1.25882e-05	9.11518e-06	4.46686e-05	7.87995e-06	1.09262e-05	1.16735e-05	1.81397e-05
Abca9	2.70613e-05	0.000109751	1.88715e-05	1.7442e-05	0.000112101	0.000102041	4.02653e-05	0.000203473	0.000266077	1.0229e-05	1.20738e-05	3.4229e-05	5.13324e-06	5.58906e-05	5.30548e-05	0.000210596	0.000427709	0.000478401	1.00034e-05	0.000184113	3.27041e-05	2.63039e-05	8.17209e-05	5.80489e-06	6.80868e-06
Abi3bp	4.75267e-05	0.000569899	3.14914e-05	3.16456e-05	0.000290864	0.000251632	7.48346e-05	0.000961433	0.00136703	4.19697e-05	5.26844e-05	9.20235e-05	1.94144e-05	0.00015136	0.000116057	0.00082785	0.000480974	0.000361003	3.72669e-05	0.000374117	7.03728e-05	6.98849e-05	0.000414619	6.0698e-05	2.94607e-05
Ackr4	5.39038e-06	1.85103e-05	0	6.07544e-06	1.94729e-05	2.91057e-05	4.6288e-06	8.29478e-06	4.03496e-05	3.5494e-06	3.53742e-06	1.30961e-05	3.10349e-06	2.48435e-05	1.03466e-05	3.78123e-05	1.54112e-05	2.17698e-05	7.20941e-06	2.84615e-05	1.02233e-05	1.64051e-05	8.70423e-06	2.96653e-06	0
Acp5	1.00369e-05	0.000229939	3.02414e-05	1.41496e-05	3.83461e-05	8.5708e-05	5.11634e-05	3.15921e-05	5.93174e-05	3.23199e-05	3.19814e-05	3.46655e-05	0.000202092	0.000114905	0.000209411	5.05012e-05	8.25801e-05	3.14808e-05	1.96456e-05	4.0339e-05	3.85992e-05	2.35176e-05	6.91319e-05	2.22059e-05	2.20075e-05
Acsm4	0	5.15661e-06	0	0	0	2.202e-05	1.52139e-06	5.73506e-06	4.7211e-06	3.0658e-06	1.05463e-05	1.96709e-06	0	3.60733e-06	1.5646e-06	3.98372e-06	4.77363e-06	0	3.19417e-06	2.25357e-06	0.000365271	1.39821e-06	3.48174e-06	7.62798e-07	0
Acss3	2.12273e-05	7.63415e-05	0.000124948	1.1895e-05	4.47908e-05	7.955e-05	1.66254e-05	0.000114023	8.02284e-05	1.34762e-05	1.13044e-05	1.73078e-05	2.99445e-06	1.02767e-05	9.37815e-05	8.04525e-05	6.39899e-05	0.000105352	1.17246e-05	6.3853e-05	7.80509e-05	5.81391e-05	4.85338e-05	1.08134e-05	6.80242e-06
Acta1	0.00157783	0.00180013	0.000467058	0.00127085	0.00156541	0.0020229	0.00090279	0.0013398	0.00253929	0.000947404	0.00149484	0.00136421	0.000649344	0.00122343	0.00167016	0.00144769	0.00329024	0.00128905	0.000888581	0.0238677	0.00124984	0.00127056	0.00153526	0.000924975	0.00102744
Acta2	0.00319744	0.000520854	0.000120129	0.000271339	0.000747598	0.001043	0.00042339	0.000839327	0.000803464	0.000261599	0.000367652	0.000358782	0.000187321	0.000539707	0.000650491	0.000532158	0.00101818	0.000637265	0.000221599	0.00390448	0.000397981	0.000289646	0.0113274	0.000273624	0.00024811
Actc1	0.0258748	0.00195883	0.000598773	0.00119484	0.00159239	0.00241771	0.00110802	0.00220818	0.0026993	0.00105619	0.00171619	0.0013702	0.000742373	0.00142396	0.00182267	0.00171224	0.00358889	0.00133022	0.000968709	0.0218789	0.00145149	0.00138666	0.0023971	0.0010109	0.00121879
Actg2	6.0575e-05	4.10759e-05	3.08633e-06	4.25399e-05	1.79338e-05	6.41704e-05	3.32134e-06	1.98299e-05	2.90085e-05	2.79703e-05	4.94154e-05	3.05015e-05	4.12329e-05	4.75201e-05	6.98916e-05	3.04769e-05	1.93691e-05	4.09335e-05	2.69316e-05	3.57788e-05	3.16223e-05	2.62711e-05	0.00582504	2.42934e-05	4.51802e-05
Actn2	0.0037517	0.000391244	0.000175029	0.000212839	0.000263641	0.000440971	0.000186867	0.000314937	0.000467294	0.000200085	0.000333446	0.000278561	0.000141456	0.000289967	0.000386803	0.000339732	0.000625784	0.000291678	0.000208954	0.00455444	0.00031613	0.000273694	0.000302617	0.000203137	0.000219163
Adam12	0.000104842	0.000705465	0.000180062	9.20648e-05	0.0014844	0.000491428	0.000172664	0.000351042	0.000977451	9.98016e-05	7.90148e-05	0.000129541	4.35831e-05	0.000166925	0.000178745	0.000588097	0.000581854	0.00245955	0.000101816	0.000388006	5.59774e-05	0.000114353	0.000558998	0.000102724	7.59702e-05
Adam21	3.83924e-06	9.45387e-06	0	1.41492e-05	5.77314e-06	2.08939e-06	2.43664e-06	5.66468e-06	5.23683e-06	4.57108e-07	1.0009e-05	1.00147e-05	7.95812e-07	3.56528e-06	8.33035e-06	4.13243e-06	6.24088e-07	5.01458e-06	1.59046e-05	6.6292e-06	7.18936e-06	1.21039e-05	2.38691e-06	1.18553e-05	3.93029e-05
Adamdec1	7.50816e-06	1.74705e-05	5.56638e-06	1.32397e-06	0.000210936	0.000411959	4.91741e-05	7.526e-05	2.65647e-05	7.22121e-06	9.97137e-06	1.07028e-05	5.92432e-06	3.61136e-05	8.82363e-06	7.27808e-06	4.40082e-05	1.7737e-05	4.99729e-06	8.59001e-06	3.29657e-05	1.31586e-05	0.000412317	9.20033e-06	1.50072e-06
Adamts12	0.00011881	0.000632242	9.84678e-05	5.12886e-05	0.000529746	0.000370158	0.000119702	0.00106203	0.000722008	5.43245e-05	0.000108805	0.000116053	2.70734e-05	0.00012593	0.000176744	0.000648339	0.000511527	0.00104878	5.31161e-05	0.000297378	0.000141666	0.00014218	0.000332686	5.34501e-05	5.45551e-05
Adamts16	4.57803e-06	2.38629e-05	0	1.07082e-05	7.23469e-05	5.33404e-05	1.75655e-05	3.98801e-05	0.000100994	6.59669e-06	1.40153e-05	4.97382e-05	5.4705e-06	1.71358e-05	9.68536e-05	5.85889e-05	5.95382e-05	9.61237e-05	4.23197e-05	1.88036e-05	8.96998e-05	9.43711e-05	4.36351e-05	6.06318e-05	4.02549e-05
Adamts18	1.21959e-05	0.00013142	7.27002e-06	7.27271e-05	8.17784e-05	0.000185667	1.2299e-05	5.25688e-05	4.3545e-05	0.000179805	0.000139148	3.0292e-05	3.82123e-06	2.15748e-05	0.000228311	5.57745e-05	3.52987e-05	3.21806e-05	6.00124e-05	1.55052e-05	5.69078e-05	4.47145e-05	3.07157e-05	7.79579e-05	5.57026e-05
Adamts19	0.000112356	0.000114829	7.1758e-06	0.000101922	8.34712e-05	0.000164034	2.0593e-05	0.000281383	0.000151335	2.82329e-05	6.31312e-05	3.19097e-05	6.01615e-06	2.18244e-05	6.56467e-05	0.000188033	8.5606e-05	3.53159e-05	4.30135e-05	6.227e-05	2.78631e-05	4.66527e-05	0.000179911	4.27797e-05	6.79942e-05
Adamts20	1.80564e-05	9.7185e-05	3.55423e-06	3.37768e-05	0.000128293	0.000122891	2.73359e-05	0.000211994	0.000126372	6.57246e-05	7.27239e-05	7.07133e-05	7.76087e-06	2.51819e-05	0.00013858	9.8006e-05	7.72089e-05	5.41503e-05	5.14234e-05	0.000233784	3.7112e-05	0.000131238	9.25587e-05	8.42147e-05	2.19194e-05
Adamts6	0.000415573	0.000617945	6.3672e-05	0.000101051	0.000355784	0.000401313	6.56051e-05	0.000615524	0.000433732	0.000119824	0.000328083	0.000117772	2.54313e-05	0.000128676	0.000171408	0.000651696	0.000273672	0.000411644	8.50756e-05	0.000299302	0.000202144	0.000324625	0.000386701	5.43754e-05	8.01725e-05
Adamts9	0.000262556	0.000583571	9.42156e-05	9.16213e-05	0.00134873	0.000680688	0.000195114	0.000617819	0.000717342	4.44235e-05	0.000114784	0.000167876	3.71249e-05	0.000237428	0.000334989	0.00101356	0.000531615	0.00100923	7.87306e-05	0.000323061	0.000308211	0.000123461	0.000494264	5.34218e-05	5.08719e-05
Adamtsl1	0.000128106	0.000715669	0.000530855	0.000142235	0.000345865	0.000607903	8.27653e-05	0.000803147	0.00101449	0.000101028	0.000121436	0.000176624	3.40426e-05	0.000157181	0.000734785	0.00152483	0.000423136	0.00063865	0.000199674	0.000423436	0.00013572	0.00026927	0.000285053	0.000184486	0.000180891
Adamtsl3	3.93633e-05	0.000265022	0.000109498	9.88439e-06	0.000150532	8.76909e-05	3.0608e-05	0.000137039	0.000254522	3.00472e-05	1.79874e-05	2.78204e-05	6.36413e-06	8.10883e-05	1.82882e-05	0.000712151	0.000103886	0.000425491	2.32504e-05	0.000135609	2.59146e-05	3.48265e-05	6.15942e-05	2.2185e-05	3.02923e-05
Adarb2	4.5207e-05	0.000103774	2.38017e-05	0.000513271	0.000151121	0.0001759	2.75877e-05	0.000210108	0.000135309	0.000252942	0.000391509	0.000262436	1.85503e-05	4.94783e-05	7.5613e-05	0.000396678	9.7034e-05	0.000146885	0.00152848	0.0001234	0.000200247	0.000312047	7.83344e-05	0.00106176	0.000393461
Adcy2	3.75671e-05	0.000530112	5.46733e-05	6.70059e-05	0.000456834	0.000412624	5.19839e-05	0.000413633	0.00026812	9.41035e-05	7.34592e-05	0.000271121	2.42943e-05	0.000101527	0.000123617	0.0003572	0.000154068	0.000130549	0.000293886	0.000512212	4.74683e-05	0.000227748	0.000289543	0.000164387	0.00015233
Adcy8	8.63562e-06	3.63367e-05	5.20232e-05	9.4866e-05	1.13158e-05	3.17874e-05	7.92569e-06	5.35195e-05	2.78923e-05	4.57222e-05	1.13365e-05	0.000110525	5.69844e-06	1.59106e-05	1.29536e-05	2.97522e-05	2.30077e-05	2.60537e-05	0.000193881	1.69748e-05	1.74833e-05	0.000335267	1.4177e-05	0.00017689	7.25278e-05
Adgrb3	0.000105123	0.000635363	0.000280453	0.00187153	0.000325003	0.000402709	0.000122493	0.000699936	0.000594904	0.00117696	0.0015012	0.00160548	6.31777e-05	0.000222108	0.000175231	0.000795816	0.000352914	0.000574183	0.00284697	0.000272814	0.000521094	0.00300687	0.000368211	0.00184678	0.00194685
Adgrl2	0.000299859	0.000902269	0.000161699	0.000611676	0.00137295	0.00143591	0.000277488	0.00213083	0.00128405	0.000949214	0.000703897	0.000841784	7.21213e-05	0.000410387	0.00117931	0.00151252	0.000914236	0.00112032	0.000987922	0.000820993	0.000946202	0.000632925	0.000828005	0.00237727	0.00113128
Adgrl3	0.00022225	0.00133656	0.000178084	0.00248091	0.00100195	0.00113271	0.000247398	0.00285922	0.0016649	0.000839572	0.000474109	0.00120144	6.7802e-05	0.000460063	0.000554977	0.0041976	0.000950826	0.00125553	0.00280427	0.00109385	0.00340842	0.00174557	0.000881939	0.00226034	0.00161644
Adgrv1	2.42134e-05	5.34981e-05	0.000331083	5.04251e-05	3.94163e-05	7.10563e-05	1.86717e-05	7.43308e-05	3.67056e-05	5.3279e-05	0.00120479	9.9611e-05	8.93867e-06	2.68818e-05	2.2339e-05	4.24686e-05	6.51056e-05	0.000228616	8.47218e-05	3.24603e-05	8.05233e-05	0.00142184	5.4879e-05	2.91811e-05	7.58836e-05
Adh1	3.65462e-05	4.46972e-05	1.71032e-05	6.59301e-06	0.000155893	0.00179791	4.60837e-05	2.99496e-05	0.000134199	3.39969e-05	2.23034e-05	2.73728e-05	2.92525e-05	5.89714e-05	0.000101441	4.97684e-05	0.000121074	6.17531e-05	2.9951e-05	6.2737e-05	7.04189e-06	3.23579e-05	0.000739883	3.36611e-05	1.37726e-05
Adh6b	1.08689e-05	1.21236e-06	0	0	9.583e-06	7.42976e-06	7.63704e-07	7.76664e-07	3.82341e-06	0	0	5.30713e-06	1.50628e-06	6.90834e-07	6.07567e-05	2.54167e-06	2.14274e-06	2.61806e-06	1.51135e-06	1.27188e-06	0	2.78645e-06	5.9926e-06	1.18799e-06	0
