gene	Cardiomyocyte	Chondrocyte	Choroid plexus	Dorsal midbrain neuron	Endothelial cell	Epithelial cell	Erythrocyte	Facial fibroblast	Fibroblast	Forebrain neuron	Forebrain radial glia cell	Ganglion	Hepatocyte	Immune cell	Keratinocyte	Limb fibroblast	Macrophage	Meninges cell	Mid-/hindbrain and spinal cord neuron	Myoblast	Olfactory epithelial cell	Radial glia cell	Smooth muscle cell	Spinal cord neuron	Thalamus neuron
Gria1	0.000126049	0.000102515	1.13601e-05	0.000836873	5.96307e-05	6.77706e-05	3.43595e-05	0.000142795	0.000140372	0.000505625	0.000101514	0.000288908	1.5043e-05	8.12459e-05	4.62844e-05	0.000110478	9.45217e-05	0.000102088	0.000781479	7.58386e-05	0.000126928	0.000808599	9.56785e-05	0.00118977	0.000552442
Gria2	3.14853e-05	6.33076e-05	3.32946e-05	0.00142253	0.000138681	9.31796e-05	4.44244e-05	6.25253e-05	0.000111336	0.00184072	0.000754607	0.00071555	2.85262e-05	6.45305e-05	0.000117627	0.000121522	8.10935e-05	0.000149472	0.00160028	4.48289e-05	0.000864757	0.000541118	8.19942e-05	0.00231559	0.00143474
Gria3	0.000102821	0.000344419	0.000104574	0.000236576	0.000188555	0.000339369	7.10087e-05	0.000508496	0.000421997	0.000444369	0.000132565	0.000305921	2.99593e-05	0.000145707	9.55534e-05	0.000526151	0.000254908	0.000213093	0.0003693	0.000208594	0.0003029	0.00026827	0.000258462	0.000297274	0.000117182
Gria4	5.08117e-05	0.000168196	3.3451e-05	0.000657922	0.000176939	0.000228928	5.47358e-05	0.000262896	0.00018399	0.000404841	0.00039475	0.000888246	3.03756e-05	0.000129226	9.81657e-05	0.000180696	0.000135809	0.000286222	0.00182594	8.5746e-05	0.00016021	0.000543741	0.000209947	0.00106358	0.000594535
Grid1	8.2666e-06	0.000127336	2.61919e-05	0.000487834	0.000101059	0.000142326	3.65413e-05	0.000445843	0.000213598	0.000115705	0.000145205	0.000253018	1.90855e-05	7.23883e-05	7.71245e-05	0.000221911	0.000130966	9.90393e-05	0.000787377	0.000331015	0.000161227	0.000255573	7.2965e-05	0.000507911	0.000590657
Grid2	9.00004e-05	0.000477133	5.81085e-05	0.000800768	0.000397886	0.000293065	6.41566e-05	0.000679661	0.00045729	0.000175896	0.000300931	0.000765055	3.07302e-05	0.00016025	0.000132742	0.000520734	0.000311454	0.000281174	0.00192421	0.000159447	0.000309508	0.00270935	0.000233768	0.00105476	0.000515147
Grik1	1.44334e-05	8.85656e-05	2.6258e-05	0.000186418	8.27255e-05	0.000119105	3.89899e-05	0.000237938	0.000126308	0.000106021	0.000168378	0.000993237	1.70176e-05	5.08074e-05	5.02185e-05	0.000173803	0.000117176	0.000124102	0.00114377	0.000158193	0.000282091	0.000191431	8.12828e-05	0.000927494	0.000239581
Grik2	5.53548e-05	0.000175291	9.12271e-06	0.000862402	0.00021085	0.000214924	5.96481e-05	0.000186942	0.00015002	0.000865111	0.00224009	0.000642904	2.24516e-05	0.0001192	0.000105042	0.000276156	0.000145375	0.000204325	0.00242608	0.000116725	0.000408196	0.000905909	0.000179445	0.00306793	0.000827614
Grin2a	1.76767e-05	7.71135e-05	3.1248e-05	0.000124797	5.85576e-05	4.07551e-05	1.9429e-05	0.000112532	8.95182e-05	3.68376e-05	2.88516e-05	0.000217515	4.71049e-06	1.7321e-05	2.94926e-05	0.000419403	5.73617e-05	4.22985e-05	0.000373741	7.74336e-05	0.000204983	0.000166475	3.43898e-05	0.000370043	9.63179e-05
Grin2b	1.79866e-05	7.98034e-05	3.79033e-05	0.00111236	9.53793e-05	8.30424e-05	2.69801e-05	0.00023639	0.000182199	0.000989585	0.000190547	0.000404169	1.43287e-05	6.29184e-05	6.54962e-05	0.00014149	9.32889e-05	8.82817e-05	0.00137356	8.17518e-05	0.000179486	0.000247432	9.22754e-05	0.00147885	0.00171201
Grin3a	2.04956e-05	0.000213116	4.28923e-06	0.000240439	6.89012e-05	9.59536e-05	3.78643e-05	0.000115078	0.000147068	7.8698e-05	0.000113912	0.00033772	1.21897e-05	5.79054e-05	6.46579e-05	0.000266897	9.4351e-05	0.000123728	0.000518879	4.60351e-05	0.000230247	0.00025762	6.65539e-05	0.000433616	0.000212071
Grip1	0.000261093	0.000918761	0.000218981	0.000827079	0.000559846	0.000956718	0.000150646	0.00151397	0.000787263	0.000790224	0.000778829	0.00075703	5.86976e-05	0.000241916	0.000861538	0.0014535	0.000413523	0.000946635	0.00147741	0.00154021	0.00205588	0.00102523	0.00055164	0.00139244	0.00146375
Grip1os3	7.37155e-07	5.92098e-06	0	6.27234e-06	2.3683e-05	1.47303e-05	1.61238e-06	1.57192e-05	4.42785e-06	6.14507e-07	2.20804e-06	8.80596e-06	2.99739e-07	0	2.89914e-06	1.11117e-05	2.31659e-06	1.38633e-05	6.54777e-06	1.17854e-05	1.46425e-05	2.92139e-06	1.02809e-05	4.28969e-06	6.73156e-06
Grk5	0.000139575	0.000161148	2.85013e-05	0.000113549	0.000487992	0.000264605	7.93407e-05	0.000416592	0.000166432	0.00010307	0.000138637	0.000118476	2.94468e-05	6.77944e-05	8.60445e-05	0.000268593	0.000151354	0.000334655	0.000122355	7.68881e-05	0.000173964	9.55846e-05	0.000194402	0.000148919	0.000113492
Grm1	3.34683e-06	1.30142e-05	0	9.2417e-05	3.69708e-06	2.64674e-05	6.28064e-06	1.27612e-05	2.08214e-05	8.23316e-05	4.51126e-05	0.000108991	2.57366e-06	6.5813e-06	2.4374e-05	1.13277e-05	2.03873e-05	3.656e-05	0.000244174	1.2348e-05	4.56485e-06	8.14048e-05	2.05739e-05	0.000124412	0.000199631
Grm3	5.2832e-06	3.08819e-05	0	0.000171626	4.56996e-05	2.65423e-05	1.69339e-05	5.76144e-05	7.18098e-05	9.3363e-05	8.53846e-05	0.000211948	5.76461e-06	1.50854e-05	1.87428e-05	5.6759e-05	4.82878e-05	0.000176563	0.000335151	1.45319e-05	0.000147621	0.000492835	1.81578e-05	0.000513575	0.000184228
Grm5	1.38903e-05	4.67582e-05	3.61629e-05	0.000311514	4.9198e-05	4.50822e-05	3.54135e-05	4.75934e-05	5.09503e-05	0.000335042	8.27328e-05	0.000308528	2.12908e-05	3.24059e-05	5.4112e-05	4.03181e-05	7.55225e-05	7.48763e-05	0.00124273	3.17137e-05	0.000109369	0.000398865	5.65444e-05	0.00588522	0.00135589
Grm8	3.22411e-05	7.14867e-05	4.83181e-05	0.000701048	0.000192177	0.000200547	3.68353e-05	0.000365383	9.90033e-05	0.000258692	0.000239213	0.000400227	1.80644e-05	4.91317e-05	5.96045e-05	0.000333884	0.000102218	0.00011442	0.000702789	8.6256e-05	0.000243674	0.000348975	0.000242526	0.000398569	0.00127
Grpr	0	9.72453e-06	0	0	3.71558e-06	3.46525e-06	1.31056e-07	8.73029e-06	7.74318e-06	2.62297e-06	7.22769e-07	4.01853e-06	3.37752e-07	0	0	8.65763e-06	1.80139e-06	3.80734e-06	1.20471e-06	3.87566e-07	0	0	0	8.49447e-06	0
Gsdma	1.44588e-06	1.88532e-06	0	2.27787e-06	4.22965e-06	6.97962e-06	6.17969e-07	1.14833e-05	1.10644e-06	0	7.46773e-07	1.13082e-06	6.66044e-07	0	9.0153e-05	0	2.29858e-06	5.05545e-06	1.45661e-06	2.05196e-06	1.00515e-05	1.55033e-06	6.42201e-07	2.99884e-06	1.83064e-06
Gstm1	0.000178481	0.000253083	0.000296967	0.000230764	0.0001714	0.000813905	0.000140961	0.000289153	0.000248574	0.00019261	0.000594451	0.000493673	0.000354283	0.000342307	0.000210021	0.000287889	0.000313644	0.000444158	0.000267488	0.000173428	0.0139178	0.000998816	0.000298477	0.000341281	0.000162601
Gsto2	2.13159e-05	4.6352e-06	0	1.91115e-06	9.02834e-06	9.21055e-06	8.64316e-07	3.92115e-06	6.92727e-06	9.41215e-06	1.22669e-05	9.13462e-06	5.37451e-07	0	1.04949e-05	2.33193e-06	4.68578e-06	5.70232e-06	2.54799e-06	6.58709e-06	1.10905e-05	9.51174e-06	2.70426e-06	4.67504e-06	1.47483e-06
Gtdc1	0.000179069	0.000407077	5.15096e-05	0.000393765	0.000566501	0.000519737	0.000110805	0.000806832	0.000439573	0.000648094	0.000535796	0.00026048	4.23912e-05	0.000207675	0.0003429	0.00079357	0.00035562	0.000399666	0.000331155	0.000455091	0.000337991	0.000326568	0.000379343	0.000507851	0.000387758
Guca2a	5.48462e-06	2.61684e-06	0	8.91733e-07	2.12559e-06	6.85949e-05	1.4297e-06	5.35168e-06	1.20722e-06	0	2.60109e-06	1.00137e-06	1.25816e-06	1.19493e-06	7.04286e-06	4.12008e-06	3.19088e-06	0	9.10721e-07	1.3174e-06	0	3.24034e-06	1.56583e-06	1.4235e-06	0
Gucy1a2	3.84828e-05	0.000110433	3.22705e-05	0.000176906	0.000219322	0.000230186	6.01316e-05	0.000296065	0.000144116	0.000153029	0.000223409	0.000195958	1.25683e-05	7.20576e-05	8.53402e-05	0.000235387	0.000131344	0.000130586	0.000302145	6.70699e-05	0.000190712	0.000183434	0.000224018	0.000302571	0.000263208
Gucy2f	7.65758e-07	5.86497e-07	0	2.80911e-06	1.06223e-06	6.95421e-06	1.65362e-06	2.3134e-06	2.87214e-06	0	4.23028e-06	0	0	0	2.09075e-06	3.62113e-06	3.83202e-06	3.27259e-07	9.17802e-06	1.44468e-06	3.93394e-05	3.01637e-06	1.27476e-06	1.04833e-06	0
Gulp1	0.000144343	0.000930671	0.000415273	5.5808e-05	0.00103014	0.000471898	0.000156684	0.0008424	0.000771249	5.09517e-05	0.000282644	0.000176129	2.35505e-05	0.000197139	0.00022164	0.00190235	0.000501399	0.00150711	6.77017e-05	0.00033493	0.000492144	0.000341349	0.000517713	5.1782e-05	4.00759e-05
Gzma	1.92793e-05	3.30701e-05	5.03309e-06	6.59415e-06	2.55424e-05	0.000659607	2.16669e-05	9.6407e-06	5.9788e-05	9.05876e-06	2.31432e-05	2.55776e-05	9.58723e-06	5.29356e-05	2.09967e-05	1.85934e-05	5.29622e-05	2.8174e-05	1.01079e-05	1.73705e-05	5.901e-05	2.11166e-05	4.00372e-05	8.54054e-06	6.28769e-06
H19	0.0110985	0.0400499	0.00293294	0.00287633	0.0167567	0.0252427	0.00673938	0.0198015	0.0265313	0.00267703	0.00474094	0.00584534	0.00613835	0.0130757	0.017299	0.0230583	0.0225201	0.0246996	0.00227435	0.0259643	0.00614599	0.00395743	0.0175274	0.00242889	0.00236786
H2-Aa	1.30119e-05	1.41632e-05	0	3.16075e-06	9.30974e-06	0.000203658	6.06908e-06	1.71194e-05	2.96628e-05	8.45765e-07	1.79559e-05	1.01325e-05	3.19446e-06	1.20715e-05	1.93141e-05	1.04326e-05	6.32683e-05	2.09403e-05	4.57633e-06	1.45137e-05	1.9655e-05	2.70013e-05	3.06044e-05	3.21141e-06	1.5016e-06
H2-Ab1	2.20953e-05	1.99118e-05	2.70379e-05	1.28879e-05	3.19999e-05	0.000369492	1.64313e-05	1.81227e-05	4.35905e-05	7.84967e-06	1.94214e-05	2.58315e-05	1.10682e-05	5.52522e-05	4.67664e-05	2.08242e-05	9.92436e-05	2.61198e-05	6.33939e-06	1.85586e-05	6.38535e-05	3.23891e-05	4.32483e-05	1.04226e-05	1.00571e-05
H2-DMa	1.77802e-06	3.52309e-05	4.41554e-06	1.97666e-05	1.54198e-05	6.52325e-05	7.38583e-06	2.60728e-05	3.59573e-05	2.53112e-05	1.33903e-05	4.7215e-05	6.5543e-06	2.80544e-05	1.35383e-05	1.44538e-05	3.44812e-05	3.1839e-05	3.69934e-05	1.88208e-05	1.73086e-05	3.87436e-05	1.78599e-05	3.40797e-05	1.98596e-05
H2-Eb1	7.00769e-06	2.04793e-05	4.79183e-06	6.22936e-06	8.93941e-06	0.000137386	8.12132e-06	2.39258e-05	3.09936e-05	7.58578e-06	9.96779e-06	3.61102e-05	3.09835e-06	3.44915e-05	2.47962e-05	1.16976e-05	4.47638e-05	3.20216e-05	1.05302e-05	1.79085e-05	7.43056e-05	2.85036e-05	1.82174e-05	1.17156e-05	2.36166e-05
Hao2	0	5.46613e-06	7.16865e-06	1.31341e-06	1.23272e-05	0.000103313	7.36167e-06	1.87751e-06	4.90894e-06	1.28507e-06	1.6577e-06	4.74281e-06	2.33863e-05	7.19653e-06	0	2.50424e-06	1.25253e-05	1.94997e-06	3.79926e-06	2.86309e-06	0	6.4203e-06	1.71272e-05	1.01868e-05	3.60217e-06
Has1	2.25875e-05	3.6769e-05	1.01945e-05	2.71044e-06	3.30544e-05	2.54811e-05	9.99667e-06	4.00939e-05	4.15466e-05	4.13131e-06	1.02064e-05	1.38558e-05	6.95164e-07	7.63077e-06	2.05883e-05	5.89672e-05	1.80827e-05	1.80283e-05	1.753e-05	2.14167e-05	4.04656e-05	1.26949e-05	4.82815e-05	1.75882e-05	2.14566e-05
Hba-a1	0.0867095	0.0308177	0.0449155	0.0164961	0.0725222	0.0415486	0.162232	0.0249627	0.0364955	0.0230095	0.0271193	0.0261508	0.158876	0.111794	0.0415143	0.0281025	0.0554604	0.0414247	0.0174123	0.0242282	0.0161626	0.0183341	0.0717943	0.016695	0.014221
Hba-a2	0.064673	0.0227182	0.0338866	0.0120548	0.0537106	0.0307099	0.118082	0.0179727	0.0269089	0.0172553	0.0202814	0.0192854	0.106551	0.0764784	0.0300178	0.0207588	0.0408228	0.0310438	0.01272	0.0177357	0.0119862	0.0135426	0.053504	0.0123002	0.0107717
Hba-x	0.00168884	0.000546372	0.000499226	0.000427093	0.00126863	0.000762574	0.00862178	0.000460963	0.000524045	0.000389873	0.000577411	0.000576582	0.000310872	0.000585137	0.00079195	0.000509284	0.0009916	0.000546559	0.000344289	0.000433247	0.000373246	0.000398825	0.00210244	0.000401478	0.000404582
Hbb-bh1	7.29963e-05	4.38081e-05	3.31358e-05	1.3947e-05	6.36881e-05	6.4682e-05	0.00042882	6.21357e-05	4.59427e-05	4.1269e-05	4.25472e-05	3.47079e-05	0.000237106	0.000186947	3.92898e-05	4.44348e-05	7.23809e-05	3.68883e-05	2.00642e-05	3.6761e-05	9.31669e-05	2.63634e-05	0.000133623	4.50704e-05	2.85451e-05
Hbb-bs	0.190481	0.0885389	0.113101	0.0563366	0.161733	0.122474	0.328885	0.0698393	0.0982729	0.0703445	0.0909699	0.0783217	0.340349	0.24629	0.112801	0.0760967	0.137996	0.103764	0.0546177	0.0700381	0.0577101	0.0620033	0.17451	0.0545501	0.0516418
Hbb-bt	0.0839488	0.0367002	0.0481715	0.0233409	0.0700024	0.0514343	0.144759	0.029148	0.0418398	0.0304653	0.0392232	0.0335863	0.184579	0.128695	0.047395	0.0321633	0.0594612	0.0441971	0.0230311	0.0301251	0.0240867	0.0257226	0.0761074	0.0230141	0.0204954
Hbb-y	0.00485422	0.00201153	0.00287029	0.00118356	0.00355467	0.00238927	0.0215872	0.00159863	0.00207239	0.00132348	0.00169303	0.0016876	0.00112549	0.00172826	0.00269807	0.00157227	0.00306781	0.00202916	0.00105687	0.00148067	0.00105111	0.00126275	0.00553054	0.00105852	0.00110842
Hcn1	1.61524e-05	3.5233e-05	1.46695e-05	5.10734e-05	5.47998e-05	6.75853e-05	1.40574e-05	0.000125243	0.000123812	6.98489e-05	3.58364e-05	0.000225453	4.41659e-06	1.20038e-05	3.43951e-05	9.16838e-05	6.03707e-05	6.96412e-05	0.000237057	2.02065e-05	0.000710923	6.5645e-05	4.25971e-05	0.000167038	5.04031e-05
Hcrtr2	4.46667e-06	1.08264e-05	7.8608e-06	3.30922e-05	1.84466e-06	8.62289e-06	3.82058e-06	1.19498e-05	1.03184e-05	1.94024e-05	9.86195e-06	5.58912e-05	1.30286e-06	0	1.81981e-06	2.09232e-05	4.54331e-06	5.52577e-06	8.74209e-05	3.61391e-06	1.12322e-05	2.63254e-05	1.29171e-05	6.28075e-05	7.31037e-05
Hdac8	0.000108593	0.000242556	8.60282e-05	0.000134108	0.000256123	0.000245144	5.13806e-05	0.000334478	0.000233137	8.42247e-05	0.000234885	8.1659e-05	1.45237e-05	7.46373e-05	0.000252282	0.000348505	0.000224907	0.000300697	0.000114863	0.000154645	0.000238501	0.000294304	0.000137959	0.000107904	0.00013107
Hdc	3.3504e-05	1.35895e-05	0.000126928	1.87083e-05	3.93972e-05	7.71386e-05	2.55055e-06	1.19392e-05	0.000683292	2.45761e-05	2.19678e-05	3.02661e-05	1.899e-05	3.99195e-05	0.000181081	2.17386e-05	5.18142e-05	2.79264e-05	2.20945e-05	3.01116e-05	6.39504e-05	1.9574e-05	1.0292e-05	4.02166e-05	2.25487e-05
Hecw1	2.29666e-05	6.04077e-05	2.1561e-05	0.00122701	6.95283e-05	8.8152e-05	3.29976e-05	0.000101829	7.49619e-05	0.0013504	0.000251065	0.000891531	1.52498e-05	5.28119e-05	9.71408e-05	6.30244e-05	5.18095e-05	0.000112063	0.00113671	3.20551e-05	0.000942831	0.00039396	9.09777e-05	0.00121751	0.00123326
Helt	1.05032e-06	2.45659e-06	0	3.11998e-05	1.35186e-06	1.37139e-05	1.3512e-06	5.12311e-06	2.27519e-06	5.41979e-06	0.000189485	3.26368e-06	5.59704e-07	1.68525e-05	1.02413e-06	5.0394e-07	9.08513e-06	5.62777e-06	5.26951e-06	5.77428e-07	1.52362e-05	6.81458e-05	1.4123e-06	2.10955e-06	0
Hes5	1.15797e-05	3.4923e-05	0.000103037	0.000175574	2.69028e-05	0.000101643	1.72416e-05	2.89852e-05	3.29807e-05	0.000111916	0.00162211	0.000259253	1.43976e-05	2.8549e-05	3.86543e-05	1.58566e-05	2.46054e-05	4.99238e-05	0.000182247	1.75416e-05	0.000159894	0.00137041	4.0272e-05	0.000146527	5.07416e-05
Hhip	2.07862e-05	0.000347238	2.63181e-05	2.44207e-05	0.000188619	0.000325919	5.39276e-05	0.000338576	0.00016523	1.89566e-05	7.18699e-05	7.69396e-05	2.31915e-05	6.97361e-05	3.92802e-05	0.000451011	0.000159716	9.78788e-05	4.15046e-05	4.11278e-05	0.000128041	0.000126093	0.000526606	5.49152e-05	1.97519e-05
Hist1h1t	1.11542e-06	4.43066e-06	0	4.75153e-06	3.85899e-06	1.24511e-05	3.35179e-06	7.1434e-06	7.51372e-06	0	2.52125e-06	1.28094e-06	7.56603e-07	4.29103e-06	1.36179e-06	1.82576e-05	1.04522e-05	1.07245e-06	2.50732e-07	7.69951e-06	0	3.31188e-06	5.38379e-06	2.14816e-06	0
Hivep2	0.000168312	0.000628	5.17862e-05	0.000384885	0.000710792	0.000570156	0.000160807	0.00107344	0.000829128	0.00146859	0.000249663	0.000556836	3.90527e-05	0.00018314	0.000331072	0.00123539	0.000624488	0.000775306	0.000471384	0.00111456	0.000383044	0.000399201	0.000500915	0.000508732	0.000345217
Hmcn1	0.000740035	0.00107577	0.00015069	8.19869e-05	0.00122153	0.000831597	0.000216972	0.0028775	0.00109192	8.85242e-05	0.000106627	0.000136512	5.22267e-05	0.000313066	0.000355481	0.00213846	0.000724354	0.00149236	8.52387e-05	0.000394528	0.000661617	0.000158338	0.000679165	8.97089e-05	5.86936e-05
Hmgxb3	5.84941e-05	0.000129075	5.48193e-05	0.000103755	0.000120173	0.000149956	1.97547e-05	0.000143715	0.000101364	8.97008e-05	0.000135984	9.1546e-05	1.16655e-05	2.38578e-05	7.26633e-05	0.000143081	9.74234e-05	0.00012958	8.86939e-05	0.000104343	4.19597e-05	9.91093e-05	0.00010246	7.64949e-05	8.93542e-05
Hnf4g	0	5.6692e-06	3.5333e-06	5.0945e-06	1.02202e-06	0.000162975	5.17072e-07	8.14019e-06	2.18455e-06	1.87796e-06	5.63365e-06	0	1.32888e-06	4.39972e-06	4.10756e-06	6.68658e-06	4.16909e-06	2.71454e-06	5.45499e-06	2.48312e-06	0	4.75058e-06	6.04546e-06	8.84316e-06	1.95927e-05
Hoxa5	5.71586e-05	0.000127215	1.52841e-05	8.79374e-05	0.00017202	0.000398127	9.29318e-05	7.8173e-05	0.000163564	9.04252e-05	3.26862e-05	0.000940901	2.49887e-05	8.96232e-05	0.000122623	0.000104831	0.000178854	0.000213223	0.000380399	9.67039e-05	0.000151775	0.00179611	0.000710513	0.000547868	3.68571e-05
Hoxb7	1.49935e-05	6.19365e-05	5.74866e-06	9.0687e-05	7.37828e-05	0.000138923	3.18234e-05	2.77238e-05	6.65669e-05	0.000115423	6.62429e-05	0.000392364	1.36716e-05	4.58796e-05	9.27535e-05	4.26538e-05	7.42108e-05	8.29821e-05	0.000355455	3.68178e-05	0.000163428	0.000491165	7.85673e-05	0.00112436	5.16581e-05
Hoxb9	1.8536e-05	3.13775e-05	2.55496e-06	0.000113	5.5746e-05	7.98399e-05	2.90982e-05	3.14616e-05	4.69828e-05	0.000126024	5.23946e-05	0.000251827	8.67919e-06	4.06526e-05	3.81589e-05	4.18037e-05	4.37319e-05	5.31851e-05	0.000320607	2.00885e-05	0.000414688	0.000201145	2.94316e-05	0.00168938	7.69624e-05
Hoxc13	0	2.15349e-06	0	0	0	3.68959e-05	5.35595e-07	1.27807e-05	5.05459e-06	0	7.66573e-07	0	3.43331e-07	2.22636e-06	0.000147363	5.28014e-07	4.95462e-06	1.34432e-06	6.87873e-07	9.86049e-06	0	2.64407e-06	2.93586e-06	1.41871e-06	0
Hoxc8	1.28876e-05	7.10109e-05	1.14607e-05	3.21367e-05	0.000102571	7.41534e-05	2.28661e-05	3.50668e-05	9.96122e-05	0.000112492	3.87659e-05	0.000663967	1.07923e-05	5.2032e-05	7.64501e-05	3.66877e-05	7.90009e-05	0.000135039	0.000482776	6.26131e-05	0.000189623	0.000389199	6.38846e-05	0.000405507	3.21812e-05
Hpse2	6.47026e-05	0.000289294	1.13504e-05	4.50072e-05	0.000236744	0.000238736	6.56713e-05	0.00461383	0.000281661	3.24059e-05	6.3473e-05	2.79559e-05	9.77536e-06	8.67406e-05	0.000146537	0.000578913	0.000248261	7.5072e-05	3.79123e-05	0.000225056	0.00010666	6.47606e-05	0.00106958	4.83848e-05	2.43929e-05
Hrh2	0	4.24398e-06	3.46859e-06	9.86756e-06	1.02333e-05	7.13127e-06	1.1481e-07	6.14372e-06	2.10511e-06	1.70667e-06	4.64137e-06	7.86335e-06	6.19762e-07	6.0705e-06	0	3.63871e-06	1.14006e-05	1.36354e-05	1.32246e-05	8.95406e-07	0	1.28954e-06	2.19472e-06	4.20976e-06	1.8372e-06
Hrnr	5.56152e-06	1.71185e-05	0	7.08839e-06	2.28172e-05	2.92568e-05	1.17327e-05	1.64626e-05	2.01617e-05	7.3842e-06	1.18728e-05	6.50086e-06	5.03934e-06	4.7151e-06	0.00104761	1.1029e-05	2.6709e-05	9.27303e-06	8.78408e-06	1.16191e-05	1.27053e-05	1.0796e-05	1.64973e-05	2.0335e-05	6.91361e-06
Hs3st2	6.38784e-07	3.91904e-06	1.34278e-05	0.000103328	3.68053e-06	6.94371e-06	1.57175e-06	5.24134e-06	1.08952e-05	4.33359e-05	1.82321e-05	8.81839e-05	2.22317e-06	1.43666e-05	2.12565e-05	6.42704e-06	1.28507e-05	1.4575e-05	7.81107e-05	5.4522e-06	1.1292e-05	3.85392e-05	1.34566e-05	7.6949e-05	5.8049e-06
Hs3st3a1	1.70211e-05	0.000168439	0	8.13754e-06	5.76564e-05	9.63498e-05	1.75147e-05	0.000124699	0.000107903	1.00621e-05	4.59577e-05	1.60214e-05	5.19616e-06	3.38794e-05	2.02195e-05	0.000131306	5.5616e-05	6.80183e-05	1.5357e-05	3.74678e-05	1.94975e-05	7.58677e-05	5.82384e-05	1.36555e-05	5.368e-06
Hs3st4	7.4362e-05	6.97495e-05	1.63172e-05	0.000966813	7.51147e-05	6.12239e-05	2.8495e-05	0.000123038	0.000128864	0.000825597	3.71125e-05	0.000236715	1.67813e-05	3.25033e-05	3.18567e-05	9.20748e-05	7.9203e-05	8.13641e-05	0.000826941	6.6574e-05	0.00015086	0.00013126	5.95924e-05	0.000599208	0.00163792
Hs3st5	1.49579e-05	0.000260557	3.30256e-05	0.000317728	8.01046e-05	0.000115664	2.18254e-05	0.000326648	0.000176025	0.000180703	8.23901e-05	0.000324276	1.08711e-05	4.45849e-05	0.000108956	0.000182887	0.000104865	0.000137378	0.0005418	6.35013e-05	0.000932686	0.000179967	8.411e-05	0.00148354	0.00039216
Hs6st2	0.000118471	0.000561633	0.000235859	0.000108221	0.000221573	0.000390716	0.000102438	0.00118056	0.000603667	0.000630882	0.000346933	0.00023931	3.02575e-05	0.00014781	0.000219179	0.000708036	0.000355984	0.000259344	0.000332056	0.000968462	0.00026971	0.00017393	0.000222592	0.000465192	0.000972101
Hs6st3	8.29706e-05	0.000232011	0.000126604	0.000727989	0.000264953	0.000811158	8.54648e-05	0.000415463	0.000258893	0.000325807	0.000447569	0.000436532	5.93442e-05	0.000110734	0.000247898	0.000914163	0.000239348	0.000225994	0.00113485	0.000111716	0.000714825	0.000289397	0.000488906	0.000904562	0.00099047
Hsd3b1	9.95465e-06	1.57321e-05	0	2.36548e-05	4.03219e-05	0.000610959	3.89595e-05	7.85732e-06	1.3397e-05	5.95145e-06	7.71389e-06	3.08375e-05	3.07775e-05	9.06795e-05	2.0042e-05	9.54524e-06	1.55997e-05	3.19138e-06	9.70603e-06	1.66692e-05	1.37884e-05	1.84804e-05	5.28896e-05	5.42282e-05	8.47164e-06
Hsf5	3.03756e-06	8.155e-06	0	1.02657e-05	1.90629e-05	1.51177e-05	1.00799e-06	3.04163e-05	1.02101e-05	6.3229e-06	1.11132e-05	3.54245e-06	2.43201e-07	1.16546e-05	1.43729e-05	1.5336e-05	6.92444e-06	7.12702e-06	1.63305e-05	7.86293e-06	5.05723e-06	1.91571e-05	9.69451e-06	2.07361e-05	1.21695e-05
Htr1f	4.70256e-06	3.0332e-05	4.70721e-06	4.31303e-06	1.22635e-05	1.93282e-05	4.1282e-06	3.78147e-05	5.8674e-05	9.00675e-06	4.87956e-06	1.02468e-05	1.95773e-06	9.18447e-06	4.32725e-06	4.84622e-05	2.20792e-05	5.32377e-06	2.42253e-05	8.37212e-06	0	5.39063e-06	9.82612e-06	8.89205e-06	6.73682e-06
Htr2a	3.0021e-05	2.50046e-05	5.56011e-06	3.5519e-05	6.00358e-05	2.25047e-05	6.47455e-06	2.17032e-05	4.95048e-05	1.92263e-05	9.75919e-06	7.50271e-05	3.85854e-06	2.53775e-05	1.12748e-05	4.49689e-05	3.99242e-05	2.23523e-05	6.49079e-05	3.53878e-05	9.26729e-05	2.30251e-05	3.46493e-05	6.27252e-05	1.32264e-05
Htr2c	3.47494e-06	1.75772e-05	0.00350728	4.14075e-05	1.11445e-05	1.89062e-05	1.78399e-05	8.2015e-06	1.4998e-05	1.03213e-05	1.30124e-05	5.45885e-05	3.60037e-06	2.00823e-05	4.57606e-06	1.80839e-05	1.00455e-05	4.66458e-05	0.000111958	8.88267e-06	7.40849e-05	6.20432e-05	1.86918e-05	8.41502e-05	3.89905e-05
Htr4	3.42946e-06	4.66628e-06	0	2.01836e-05	2.5306e-06	1.05669e-05	9.76417e-07	9.26409e-06	3.2096e-06	9.89279e-06	3.7944e-06	2.60934e-05	1.80131e-06	0	2.12682e-06	7.79232e-07	5.33213e-06	1.51313e-05	7.00777e-05	1.03291e-06	6.93319e-06	1.27831e-05	5.61027e-06	3.7703e-05	4.28153e-05
Htr5a	1.12602e-06	1.1245e-07	0	1.75792e-05	0	1.97067e-06	1.20535e-06	0	2.70242e-06	3.14097e-06	1.55162e-06	1.71888e-05	5.42658e-07	0	0	2.53294e-06	5.94524e-07	5.61661e-06	1.92932e-05	1.09859e-06	4.54913e-05	1.35344e-05	2.04463e-06	3.15962e-06	2.47934e-05
